x,y,u_x,u_y
0.0,1.0,0.0,0.0005
0.0,0.0,0.0,0.0
1.0,0.0,0.00025,0.0
1.0,1.0,0.00025,0.0005
0.6996053456856544,0.5062790519529313,0.00021077332433952015,0.0002658284370997141
0.7,0.5,0.00021257193047642228,0.0002504732387554693
0.6996053456856544,0.4937209480470687,0.00021223878747507022,0.00023543917167776217
0.6984229402628955,0.4874666766435695,0.00021000558696593344,0.0002205006428681712
0.6964574501457378,0.48126186854142755,0.0002110625185115382,0.00020471569477551233
0.6937166322257262,0.4751310112835145,0.0002101161248873438,0.00018990391703036945
0.6902113032590307,0.46909830056250523,0.0002079221604581095,0.00017541358366311022
0.6859552971776504,0.46318754473153223,0.0002063466376831979,0.00016195903437239126
0.6809654104932039,0.4574220708434927,0.00020485767992332787,0.00014735426594514613
0.6752613360087727,0.4518246325898284,0.00020206449315479536,0.00013378221850747585
0.668865585100403,0.44641732050210026,0.0001991969016578274,0.00012131242097346207
0.6618033988749895,0.4412214747707527,0.00019662045875270238,0.0001084596424763179
0.6541026485551579,0.436257601025131,0.00019311083719091726,9.657863786748195e-05
0.6457937254842823,0.4315452894071311,0.00018937846595895987,8.446522794126367e-05
0.6369094211857376,0.42710313725785876,0.00018519497965105146,7.379788393609572e-05
0.6274847979497379,0.422948675722421,0.00018118497694159092,6.357965695629909e-05
0.6175570504584946,0.41909830056250524,0.00017695052682045116,5.412775786689673e-05
0.6071653589957994,0.41556720744979847,0.0001723986910087515,4.573795482248656e-05
0.5963507348203432,0.41236933199561365,0.00016760891642089574,3.794518674654401e-05
0.5851558583130143,0.409517294753398,0.00016287251724793887,3.1341170515715246e-05
0.5736249105369355,0.4070223514111748,0.0001577996650586572,2.5145697106295812e-05
0.5618033988749894,0.40489434837048466,0.00015236088567804738,2.020764037200208e-05
0.549737977432971,0.4031416838871369,0.00014716385796335313,1.59365090522938e-05
0.5374762629171449,0.4017712749271311,0.00014167395468544846,1.2693223628898128e-05
0.5250666467128609,0.4007885298685522,0.0001361820098727365,1.04611900346442e-05
0.5125581039058625,0.4001973271571728,0.0001305938417545182,8.962449504809908e-06
0.49999999999999994,0.4,0.00012492546126559927,8.437986596977174e-06
0.48744189609413735,0.4001973271571728,0.00011939265688647768,8.997315099241987e-06
0.4749333532871391,0.40078852986855223,0.00011390107397234614,1.0256281190269326e-05
0.4625237370828551,0.4017712749271311,0.00010840775061115996,1.2596537899247021e-05
0.45026202256702913,0.4031416838871369,0.00010295939301545169,1.587809698017142e-05
0.43819660112501047,0.40489434837048466,9.761412627546413e-05,2.025746949999279e-05
0.42637508946306446,0.4070223514111748,9.23652061944389e-05,2.5342932000310544e-05
0.4148441416869856,0.40951729475339804,8.718670860472126e-05,3.117501706298981e-05
0.40364926517965694,0.41236933199561365,8.231650930328359e-05,3.818790130286521e-05
0.39283464100420074,0.41556720744979847,7.751694250047934e-05,4.583839010429512e-05
0.3824429495415054,0.41909830056250524,7.297908290095873e-05,5.438770142013629e-05
0.3725152020502621,0.42294867572242106,6.868194262360485e-05,6.352717772497425e-05
0.36309057881426227,0.42710313725785887,6.440440968227874e-05,7.36444981844468e-05
0.3542062745157176,0.43154528940713116,6.0588006883582e-05,8.460786452995255e-05
0.3458973514448421,0.436257601025131,5.674827379539965e-05,9.58263923020702e-05
0.33819660112501043,0.44122147477075274,5.33727691746521e-05,0.00010860547465282512
0.33113441489959694,0.44641732050210037,5.010196551075496e-05,0.00012092778591670338
0.3247386639912273,0.45182463258982847,4.7976560498709365e-05,0.0001347793966281847
0.3190345895067961,0.4574220708434928,4.56762860970853e-05,0.00014810354221983955
0.3140447028223497,0.46318754473153223,4.344093414787531e-05,0.00016170431069148728
0.30978869674096926,0.4690983005625053,4.241326245905003e-05,0.00017696163488282004
0.3062833677742738,0.47513101128351454,3.949386343332713e-05,0.00019057783666908453
0.30354254985426227,0.4812618685414275,3.8311677469369225e-05,0.00020460625700405
0.3015770597371044,0.4874666766435696,3.982413918119194e-05,0.00022012369935883893
