x,y,u_x,u_y
0.0,1.0,0.0,0.0004
0.0,0.0,0.0,0.0
1.0,0.0,0.0002,0.0
1.0,1.0,0.0002,0.0004
0.6996053456856544,0.5062790519529313,0.00016861865947161611,0.00021266274967977138
0.7,0.5,0.0001700575443811378,0.0002003785910043755
0.6996053456856544,0.4937209480470687,0.00016979102998005614,0.00018835133734220982
0.6984229402628955,0.4874666766435695,0.00016800446957274673,0.00017640051429453706
0.6964574501457378,0.48126186854142755,0.00016885001480923054,0.00016377255582040995
0.6937166322257262,0.4751310112835145,0.00016809289990987503,0.00015192313362429564
0.6902113032590307,0.46909830056250523,0.00016633772836648758,0.00014033086693048826
0.6859552971776504,0.46318754473153223,0.0001650773101465583,0.00012956722749791306
0.6809654104932039,0.4574220708434927,0.00016388614393866225,0.00011788341275611697
0.6752613360087727,0.4518246325898284,0.00016165159452383624,0.00010702577480598075
0.668865585100403,0.44641732050210026,0.00015935752132626184,9.704993677876972e-05
0.6618033988749895,0.4412214747707527,0.00015729636700216186,8.676771398105438e-05
0.6541026485551579,0.436257601025131,0.00015448866975273373,7.726291029398561e-05
0.6457937254842823,0.4315452894071311,0.00015150277276716783,6.757218235301096e-05
0.6369094211857376,0.42710313725785876,0.00014815598372084113,5.90383071488766e-05
0.6274847979497379,0.422948675722421,0.00014494798155327272,5.0863725565039295e-05
0.6175570504584946,0.41909830056250524,0.00014156042145636088,4.330220629351741e-05
0.6071653589957994,0.41556720744979847,0.0001379189528070012,3.659036385798927e-05
0.5963507348203432,0.41236933199561365,0.00013408713313671657,3.035614939723523e-05
0.5851558583130143,0.409517294753398,0.00013029801379835107,2.5072936412572212e-05
0.5736249105369355,0.4070223514111748,0.00012623973204692573,2.011655768503667e-05
0.5618033988749894,0.40489434837048466,0.00012188870854243787,1.6166112297601686e-05
0.549737977432971,0.4031416838871369,0.00011773108637068249,1.2749207241835066e-05
0.5374762629171449,0.4017712749271311,0.00011333916374835875,1.0154578903118532e-05
0.5250666467128609,0.4007885298685522,0.00010894560789818918,8.36895202771539e-06
0.5125581039058625,0.4001973271571728,0.00010447507340361454,7.169959603847955e-06
0.49999999999999994,0.4,9.994036901247942e-05,6.750389277581771e-06
0.48744189609413735,0.4001973271571728,9.551412550918213e-05,7.197852079393624e-06
0.4749333532871391,0.40078852986855223,9.112085917787691e-05,8.2050249522155e-06
0.4625237370828551,0.4017712749271311,8.672620048892795e-05,1.0077230319397658e-05
0.45026202256702913,0.4031416838871369,8.236751441236133e-05,1.270247758413718e-05
0.43819660112501047,0.40489434837048466,7.809130102037128e-05,1.6205975599994276e-05
0.42637508946306446,0.4070223514111748,7.389216495555111e-05,2.027434560024848e-05
0.4148441416869856,0.40951729475339804,6.974936688377699e-05,2.4940013650391898e-05
0.40364926517965694,0.41236933199561365,6.585320744262686e-05,3.055032104229222e-05
0.39283464100420074,0.41556720744979847,6.201355400038345e-05,3.6670712083436154e-05
0.3824429495415054,0.41909830056250524,5.8383266320766973e-05,4.351016113610909e-05
0.3725152020502621,0.42294867572242106,5.4945554098883865e-05,5.082174217997946e-05
0.36309057881426227,0.42710313725785887,5.152352774582298e-05,5.8915598547557507e-05
0.3542062745157176,0.43154528940713116,4.847040550686558e-05,6.768629162396211e-05
0.3458973514448421,0.436257601025131,4.539861903631971e-05,7.666111384165623e-05
0.33819660112501043,0.44122147477075274,4.269821533972168e-05,8.688437972226018e-05
0.33113441489959694,0.44641732050210037,4.008157240860397e-05,9.674222873336279e-05
0.3247386639912273,0.45182463258982847,3.838124839896749e-05,0.00010782351730254784
0.3190345895067961,0.4574220708434928,3.6541028877668236e-05,0.00011848283377587173
0.3140447028223497,0.46318754473153223,3.475274731830024e-05,0.00012936344855318994
0.30978869674096926,0.4690983005625053,3.393060996724002e-05,0.00014156930790625613
