x,y,u_x,u_y
0.0,1.0,0.0,0.0002
0.0,0.0,0.0,0.0
1.0,0.0,0.0001,0.0
1.0,1.0,0.0001,0.0002
0.6996053456856544,0.5062790519529313,8.430932973580802e-05,0.00010633137483988581
0.7,0.5,8.502877219056885e-05,0.00010018929550218786
0.6996053456856544,0.4937209480470687,8.489551499002803e-05,9.4175668671105e-05
0.6984229402628955,0.4874666766435695,8.40022347863733e-05,8.820025714726861e-05
0.6964574501457378,0.48126186854142755,8.44250074046152e-05,8.188627791020506e-05
0.6937166322257262,0.4751310112835145,8.404644995493743e-05,7.596156681214788e-05
0.6902113032590307,0.46909830056250523,8.316886418324371e-05,7.016543346524418e-05
0.6859552971776504,0.46318754473153223,8.253865507327904e-05,6.478361374895658e-05
0.6809654104932039,0.4574220708434927,8.1943071969331e-05,5.8941706378058555e-05
0.6752613360087727,0.4518246325898284,8.082579726191797e-05,5.3512887402990444e-05
0.668865585100403,0.44641732050210026,7.967876066313078e-05,4.852496838938492e-05
0.6618033988749895,0.4412214747707527,7.864818350108077e-05,4.3383856990527236e-05
0.6541026485551579,0.436257601025131,7.724433487636673e-05,3.8631455146992845e-05
0.6457937254842823,0.4315452894071311,7.575138638358378e-05,3.378609117650551e-05
0.6369094211857376,0.42710313725785876,7.407799186042043e-05,2.951915357443833e-05
0.6274847979497379,0.422948675722421,7.247399077663623e-05,2.5431862782519668e-05
0.6175570504584946,0.41909830056250524,7.078021072818032e-05,2.1651103146758726e-05
0.6071653589957994,0.41556720744979847,6.895947640350047e-05,1.829518192899466e-05
0.5963507348203432,0.41236933199561365,6.704356656835818e-05,1.5178074698617644e-05
0.5851558583130143,0.409517294753398,6.514900689917543e-05,1.2536468206286142e-05
0.5736249105369355,0.4070223514111748,6.311986602346277e-05,1.0058278842518371e-05
0.5618033988749894,0.40489434837048466,6.094435427121884e-05,8.083056148800887e-06
0.549737977432971,0.4031416838871369,5.886554318534116e-05,6.37460362091759e-06
0.5374762629171449,0.4017712749271311,5.666958187417932e-05,5.077289451559329e-06
0.5250666467128609,0.4007885298685522,5.447280394909453e-05,4.184476013857767e-06
0.5125581039058625,0.4001973271571728,5.223753670180721e-05,3.5849798019240603e-06
0.49999999999999994,0.4,4.997018450623965e-05,3.3751946387909726e-06
0.48744189609413735,0.4001973271571728,4.775706275459102e-05,3.598926039696912e-06
0.4749333532871391,0.40078852986855223,4.55604295889384e-05,4.102512476107863e-06
0.4625237370828551,0.4017712749271311,4.336310024446393e-05,5.038615159698944e-06
