x,y,u_x,u_y
0.0,1.0,0.0,0.00030000000000000003
0.0,0.0,0.0,0.0
1.0,0.0,0.00015000000000000001,0.0
1.0,1.0,0.00015000000000000001,0.00030000000000000003
0.6996053456856544,0.5062790519529313,0.00012646399460371205,0.00015949706225982857
0.7,0.5,0.00012754315828585332,0.00015028394325328166
0.6996053456856544,0.4937209480470687,0.00012734327248504207,0.0001412635030066574
0.6984229402628955,0.4874666766435695,0.00012600335217956,0.0001323003857209028
0.6964574501457378,0.48126186854142755,0.00012663751110692287,0.00012282941686530746
0.6937166322257262,0.4751310112835145,0.00012606967493240622,0.00011394235021822173
0.6902113032590307,0.46909830056250523,0.00012475329627486566,0.0001052481501978662
0.6859552971776504,0.46318754473153223,0.0001238079826099187,9.717542062343481e-05
0.6809654104932039,0.4574220708434927,0.00012291460795399664,8.841255956708775e-05
0.6752613360087727,0.4518246325898284,0.00012123869589287712,8.026933110448559e-05
0.668865585100403,0.44641732050210026,0.00011951814099469632,7.27874525840773e-05
0.6618033988749895,0.4412214747707527,0.00011797227525162132,6.507578548579079e-05
0.6541026485551579,0.436257601025131,0.00011586650231455026,5.7947182720489204e-05
0.6457937254842823,0.4315452894071311,0.00011362707957537582,5.067913676475823e-05
0.6369094211857376,0.42710313725785876,0.00011111698779063077,4.4278730361657456e-05
0.6274847979497379,0.422948675722421,0.00010871098616495446,3.814779417377947e-05
0.6175570504584946,0.41909830056250524,0.0001061703160922706,3.247665472013806e-05
0.6071653589957994,0.41556720744979847,0.00010343921460525082,2.744277289349196e-05
0.5963507348203432,0.41236933199561365,0.00010056534985253737,2.2767112047926426e-05
0.5851558583130143,0.409517294753398,9.772351034876325e-05,1.880470230942917e-05
0.5736249105369355,0.4070223514111748,9.467979903519424e-05,1.5087418263777513e-05
0.5618033988749894,0.40489434837048466,9.141653140682837e-05,1.2124584223201281e-05
0.549737977432971,0.4031416838871369,8.829831477801182e-05,9.56190543137632e-06
0.5374762629171449,0.4017712749271311,8.500437281126904e-05,7.615934177338926e-06
0.5250666467128609,0.4007885298685522,8.170920592364185e-05,6.276714020786574e-06
0.5125581039058625,0.4001973271571728,7.835630505271087e-05,5.377469702886003e-06
0.49999999999999994,0.4,7.495527675935953e-05,5.062791958186365e-06
0.48744189609413735,0.4001973271571728,7.163559413188658e-05,5.398389059545263e-06
0.4749333532871391,0.40078852986855223,6.834064438340766e-05,6.153768714161677e-06
0.4625237370828551,0.4017712749271311,6.504465036669595e-05,7.557922739548296e-06
0.45026202256702913,0.4031416838871369,6.177563580927098e-05,9.526858188102941e-06
0.43819660112501047,0.40489434837048466,5.8568475765278444e-05,1.215448169999577e-05
0.42637508946306446,0.4070223514111748,5.541912371666332e-05,1.520575920018643e-05
0.4148441416869856,0.40951729475339804,5.2312025162832724e-05,1.8705010237793995e-05
0.40364926517965694,0.41236933199561365,4.9389905581970134e-05,2.2912740781719247e-05
0.39283464100420074,0.41556720744979847,4.651016550028758e-05,2.75030340625772e-05
0.3824429495415054,0.41909830056250524,4.378744974057522e-05,3.263262085208191e-05
0.3725152020502621,0.42294867572242106,4.12091655741629e-05,3.8116306634984696e-05
0.36309057881426227,0.42710313725785887,3.864264580936724e-05,4.4186698910668245e-05
0.3542062745157176,0.43154528940713116,3.6352804130149194e-05,5.0764718717971704e-05
0.3458973514448421,0.436257601025131,3.4048964277239786e-05,5.74958353812423e-05
0.33819660112501043,0.44122147477075274,3.202366150479127e-05,6.516328479169527e-05
0.33113441489959694,0.44641732050210037,3.0061179306452982e-05,7.255667155002224e-05
0.3247386639912273,0.45182463258982847,2.8785936299225627e-05,8.086763797691103e-05
0.3190345895067961,0.4574220708434928,2.7405771658251186e-05,8.886212533190396e-05
0.3140447028223497,0.46318754473153223,2.6064560488725188e-05,9.702258641489263e-05
0.30978869674096926,0.4690983005625053,2.5447957475430022e-05,0.00010617698092969227
0.3062833677742738,0.47513101128351454,2.3696318059996277e-05,0.00011434670200145098
0.30354254985426227,0.4812618685414275,2.2987006481621523e-05,0.00012276375420243026
0.3015770597371044,0.4874666766435696,2.3894483508715147e-05,0.00013207421961530363
0.30039465431434564,0.4937209480470687,2.2576027228263808e-05,0.00014105839992276944
0.3,0.5,2.2430630379693866e-05,0.00015012578452421152
0.30039465431434564,0.5062790519529313,2.363785609446721e-05,0.00015943483147154875
0.30157705973710447,0.5125333233564304,2.2604699388542142e-05,0.00016807640103975806
0.3035425498542622,0.5187381314585725,2.4151590941770157e-05,0.00017634950166172541
0.3062833677742738,0.5248689887164856,2.398340918455312e-05,0.00018584948600506554
0.3097886967409693,0.5309016994374948,2.5011020019388425e-05,0.0001945608219734196
0.31404470282234975,0.5368124552684678,2.6871704302640162e-05,0.00020303637449799075
0.3190345895067961,0.5425779291565073,2.730436714629763e-05,0.00021182147395606139
0.3247386639912273,0.5481753674101715,2.9081294278607015e-05,0.0002196061419472301
0.33113441489959705,0.5535826794978997,3.0400939424842553e-05,0.00022753700221548036
0.3381966011250105,0.5587785252292473,3.24145888859498e-05,0.0002349501186229377
0.3458973514448421,0.563742398974869,3.4244717913131184e-05,0.0002420862031393429
0.35420627451571773,0.5684547105928689,3.621983251903509e-05,0.00024931602207872337
0.3630905788142622,0.5728968627421411,3.866084672067459e-05,0.00025557027266762014
0.372515202050262,0.577051324277579,4.108285655718875e-05,0.0002617598919341643
0.3824429495415054,0.5809016994374947,4.370968261213567e-05,0.00026745975878659383
0.3928346410042006,0.5844327925502015,4.6502123599537394e-05,0.000272587322312081
0.40364926517965694,0.5876306680043863,4.9339381434552356e-05,0.000277127908285438
0.41484414168698547,0.590482705246602,5.231265888751605e-05,0.00028120267023884753
0.42637508946306446,0.5929776485888252,5.539884689679122e-05,0.00028484006460193325
0.4381966011250106,0.5951056516295153,5.85652322374142e-05,0.0002879187110470853
0.450262022567029,0.5968583161128631,6.174371136030105e-05,0.00029049445920494845
0.4625237370828551,0.5982287250728688,6.49978737034537e-05,0.0002924504233572354
0.47493335328713915,0.5992114701314478,6.826383193968234e-05,0.00029371794893964657
0.4874418960941373,0.5998026728428272,7.165322616178709e-05,0.00029453068353580813
0.5,0.6,7.496997508176779e-05,0.00029487655911051604
0.5125581039058626,0.5998026728428272,7.837601086736534e-05,0.0002946307768145952
0.5250666467128609,0.5992114701314478,8.172104746809835e-05,0.00029377511495079565
0.5374762629171449,0.5982287250728688,8.500716232886027e-05,0.00029229946618093184
0.5497379774329709,0.5968583161128631,8.829100488353167e-05,0.0002904451598416092
0.5618033988749895,0.5951056516295153,9.149390840565907e-05,0.00028784772691651503
0.5736249105369357,0.5929776485888252,9.460128057589293e-05,0.00028490198218748385
0.5851558583130145,0.590482705246602,9.763856327368087e-05,0.00028128322443758257
0.5963507348203431,0.5876306680043863,0.00010061243110389148,0.00027717107761493503
0.6071653589957993,0.5844327925502015,0.00010344376872354797,0.00027240896506646985
0.6175570504584946,0.5809016994374947,0.00010630181319713562,0.0002673850904848155
0.627484797949738,0.577051324277579,0.00010893968741437874,0.00026172436952123584
0.6369094211857378,0.5728968627421411,0.0001114402278917327,0.00025587200211166244
0.6457937254842823,0.5684547105928689,0.0001138083354015309,0.00024940954171733025
0.6541026485551579,0.563742398974869,0.00011592890372986454,0.00024209863474647015
0.6618033988749895,0.5587785252292473,0.00011759988074052983,0.00023475788921740635
0.6688655851004031,0.5535826794978996,0.00011968756896681059,0.00022751947033157826
0.6752613360087727,0.5481753674101715,0.00012097175782499672,0.00021967737689703473
0.6809654104932039,0.5425779291565073,0.00012287975179507736,0.00021166706668776367
0.6859552971776504,0.5368124552684678,0.0001243292963085051,0.00020348020951592254
0.6902113032590307,0.5309016994374948,0.00012464415955121993,0.00019413135258587142
0.6937166322257262,0.5248689887164855,0.0001262046022407876,0.00018573051741605154
0.6964574501457378,0.5187381314585725,0.00012669682265058533,0.00017705529578766166
0.6984229402628956,0.5125333233564304,0.00012577132170540036,0.0001675731517025715
0.5,0.0,7.499098577753494e-05,0.0
0.5,1.0,7.499632842432541e-05,0.00030000000000000003
0.0,0.5,0.0,0.00015000032960419958
1.0,0.5,0.00015000000000000001,0.00014999881655959903
0.25,0.0,2.5220661685198298e-05,0.0
0.75,0.0,0.000124809450808081,0.0
0.25,1.0,2.5177170106059904e-05,0.00030000000000000003
0.75,1.0,0.00012476248433059564,0.00030000000000000003
0.0,0.25,0.0,7.458643419248911e-05
1.0,0.25,0.00015000000000000001,7.457955615646237e-05
0.0,0.75,0.0,0.00022541510767287305
1.0,0.75,0.00015000000000000001,0.00022541609006914516
0.7674872036423243,0.2325127963576758,0.00013037675325073915,5.410736973874578e-05
0.7645319074797421,0.7681368314632739,0.00013008003125411263,0.00024646672769989647
0.23251279635767574,0.7674872036423241,1.9606733672724978e-05,0.00024584959145942107
0.2354680925202577,0.2318631685367261,1.9919394386940816e-05,5.352803894044599e-05
0.4526475081411557,0.8017834415883428,6.218756114837684e-05,0.00028334498391879566
0.4526475081411574,0.19821655841165736,6.219767067900906e-05,1.6662349469700974e-05
